dotN,equations,numbers,field_position,pos1,pos2,correctR,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_3.started,text_3.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,polygon.started,polygon.stopped,dots.started,dots.stopped,equation.started,equation.stopped,number.started,number.stopped,key_resp.keys,key_resp.corr,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
5,2+2,4,"(0, 0.25)","(-0.3, -0.25)","(0.3, -0.25)",2,0,30,30,2,,,,,,,188.72271070000716,None,189.7224316999782,None,189.7224316999782,None,189.7224316999782,None,None,0,189.7224316999782,None,,001,2021_Aug_17_1623,untitled,2021.2.1,60.31141194251187,
5,4+1,5,"(0, 0.25)","(0.3, -0.25)","(-0.3, -0.25)",1,0,31,31,20,,,,,,,194.73245700006373,None,195.72976999997627,None,195.72976999997627,None,195.72976999997627,None,None,0,195.72976999997627,None,,001,2021_Aug_17_1623,untitled,2021.2.1,60.31141194251187,
7,1+5,7,"(0, 0.25)","(0.3, -0.25)","(-0.3, -0.25)",2,0,32,32,53,,,,,,,200.71590589999687,None,201.72021219995804,None,201.72021219995804,None,201.72021219995804,None,None,0,201.72021219995804,None,,001,2021_Aug_17_1623,untitled,2021.2.1,60.31141194251187,
7,4+3,7,"(0, 0.25)","(-0.3, -0.25)","(0.3, -0.25)",1,0,33,33,7,,,,,,,206.72449639998376,None,207.72489179996774,None,207.72489179996774,None,207.72489179996774,None,None,0,207.72489179996774,None,,001,2021_Aug_17_1623,untitled,2021.2.1,60.31141194251187,
7,6+1,7,"(-0.3, -0.25)","(0.3, -0.25)","(0, 0.25)",1,0,34,34,54,,,,,,,212.72767739999108,None,213.7290600000415,None,213.7290600000415,None,213.7290600000415,None,None,0,213.7290600000415,None,,001,2021_Aug_17_1623,untitled,2021.2.1,60.31141194251187,
8,4+4,8,"(0.3, -0.25)","(0, 0.25)","(-0.3, -0.25)",1,0,35,35,56,,,,,,,218.71796989999712,None,219.71748490002938,None,219.71748490002938,None,219.71748490002938,None,None,0,219.71748490002938,None,,001,2021_Aug_17_1623,untitled,2021.2.1,60.31141194251187,
8,6+2,8,"(0, 0.25)","(0.3, -0.25)","(-0.3, -0.25)",1,0,36,36,49,,,,,,,224.7240662999684,None,225.72925860004034,None,225.72925860004034,None,225.72925860004034,None,None,0,225.72925860004034,None,,001,2021_Aug_17_1623,untitled,2021.2.1,60.31141194251187,
9,6+3,9,"(0, 0.25)","(-0.3, -0.25)","(0.3, -0.25)",1,0,37,37,12,,,,,,,230.72786300000735,None,231.72908980003558,None,231.72908980003558,None,231.72908980003558,None,None,0,231.72908980003558,None,,001,2021_Aug_17_1623,untitled,2021.2.1,60.31141194251187,
9,2+7,9,"(0, 0.25)","(-0.3, -0.25)","(0.3, -0.25)",1,0,38,38,36,,,,,,,236.71594450005796,None,237.71577470004559,None,237.71577470004559,None,237.71577470004559,None,None,0,237.71577470004559,None,,001,2021_Aug_17_1623,untitled,2021.2.1,60.31141194251187,
7,1+6,7,"(0, 0.25)","(-0.3, -0.25)","(0.3, -0.25)",1,0,39,39,32,,,,,,,242.72246509999968,None,243.72297959995922,None,243.72297959995922,None,243.72297959995922,None,None,0,243.72297959995922,None,,001,2021_Aug_17_1623,untitled,2021.2.1,60.31141194251187,
6,3+3,5,"(-0.3, -0.25)","(0, 0.25)","(0.3, -0.25)",2,0,40,40,38,,,,,,,248.72671730001457,None,249.72855090000667,None,249.72855090000667,None,249.72855090000667,None,None,0,249.72855090000667,None,,001,2021_Aug_17_1623,untitled,2021.2.1,60.31141194251187,
7,2+6,7,"(-0.3, -0.25)","(0.3, -0.25)","(0, 0.25)",2,0,41,41,3,,,,,,,254.7146664999891,None,255.71785670006648,None,255.71785670006648,None,255.71785670006648,None,None,0,255.71785670006648,None,,001,2021_Aug_17_1623,untitled,2021.2.1,60.31141194251187,
7,2+5,8,"(0.3, -0.25)","(0, 0.25)","(-0.3, -0.25)",2,0,42,42,29,,,,,,,260.7202880999539,None,261.7219252999639,None,261.7219252999639,None,261.7219252999639,None,None,0,261.7219252999639,None,,001,2021_Aug_17_1623,untitled,2021.2.1,60.31141194251187,
9,7+2,9,"(0.3, -0.25)","(0, 0.25)","(-0.3, -0.25)",1,0,43,43,60,,,,,,,266.72600899997633,None,267.7270394000225,None,267.7270394000225,None,267.7270394000225,None,None,0,267.7270394000225,None,,001,2021_Aug_17_1623,untitled,2021.2.1,60.31141194251187,
9,6+2,8,"(0, 0.25)","(-0.3, -0.25)","(0.3, -0.25)",2,0,44,44,43,,,,,,,272.71589740004856,None,273.7172363999998,None,273.7172363999998,None,273.7172363999998,None,None,0,273.7172363999998,None,,001,2021_Aug_17_1623,untitled,2021.2.1,60.31141194251187,
8,5+3,8,"(-0.3, -0.25)","(0.3, -0.25)","(0, 0.25)",1,0,45,45,61,,,,,,,278.7214523999719,None,279.7215052000247,None,279.7215052000247,None,279.7215052000247,None,None,0,279.7215052000247,None,,001,2021_Aug_17_1623,untitled,2021.2.1,60.31141194251187,
8,2+6,8,"(-0.3, -0.25)","(0, 0.25)","(0.3, -0.25)",1,0,46,46,6,,,,,,,284.7264816999668,None,285.72662339999806,None,285.72662339999806,None,285.72662339999806,None,None,0,285.72662339999806,None,,001,2021_Aug_17_1623,untitled,2021.2.1,60.31141194251187,
